,뉴스제목,주가변동
10503,"[영상] 토네이도에 날아간 4개월 아기, 나무 위 안착 구사일생",1
10504,"인구 위기가 '나혼산' '금쪽이' 때문?...""시청자는 바보가 아니다""",1
10505,"과체중·저체중·십자인대 1회 수술도 ""현역으로 군입대""",1
10506,"""새신랑 하루아침에 뇌사…병원에라도 데려가주지"" 절규",1
10507,"""아빠 살려주세요"" 10대 두 자녀 애원에도 살해하고 극단적 선택 시도 친부 중형",1
10508,두바이서 날아온 '사망진단서'... 세계 경악시킨 석유공사 CEO [임상훈의 글로벌리포트],1
10509,“군 장병이세요? 3천 원 더 내세요”…무한리필 고깃집 논란 [잇슈 키워드],1
10510,"현직 치과의사 쓴소리…""임플란트 함부로 하지 마세요""",1
10511,"""못 사서 벼락 거지 됐어요""…'5배 폭등' 주식에 개미들 술렁 [김익환의 컴퍼니워치]",1
10512,"'선거제 의총' 건너뛰고 '尹 참모' 만난 이재명…""거부권 이제 그만""",1
10513,"""무섭다"" 스키 타러 갔다가 허탕…12월 스페인서 땀 난 사연",1
10514,"48층 주상복합서 닭뼈가 '휘익'‥""악!"" 지나던 예비부부 '날벼락'",1
10515,"""걸그룹 출신 여성 재혼남은 '제2 전청조'"" 논란 커지자 '법적 조치' 경고",1
10516,"아프리카TV 서수길 ""트위치 망사용료 까봐라.. 우리가 이긴 것""",1
10517,"“몸에서 결석 300개”…대만女, 평소 ‘이것’만 마셨다",1
10518,시속 200km 토네이도에 날아간 4개월 아기…나무 위서 기적적 생존,1
10519,“남편 도시락 싸는 시종”… 주부 비하 논란에 시끌,1
10520,"""정체불명 기계음 3년째""…층간소음, 고통 넘어 범죄·소송으로",1
10521,"""씨가 말랐다""…강원도 '위기'",1
10522,"""몰래 먹다 들킬까봐""...하늘서 날아든 치킨에 전치 2주, 범인은?",1
10523,‘서울의 봄’ 단체관람 막겠다고…학교 앞까지 들이닥친 극우단체,1
10524,"애 낳으면 5억 파격 대출…올해 애 낳았는데, 대출 될까요?",1
10525,"'불륜' 40대 교수와 여대생 신상 확산…폭로한 아내 ""멈춰달라""",1
10526,가수 박유천·배우 박준규 억대 체납...고액체납자 명단 공개,1
10527,"“전철서 자는 여성을”…승객들 앞에서 성폭행한 30대남, 英 ‘발칵’",1
10528,"고소당하자 ""조종당했다""는 사단장…생존해병 ""손바닥으로 하늘 가리지 마라""",1
10529,"황교안 “한동훈, 총선 불출마하고 대통령 준비하라”",1
10530,난방 틀었더니 밤새 '벅벅'…아이들 병인 줄 알았는데 2040 환자 '급증',1
10531,"남현희 향해 ""제발, 한 번만""…전청조 체포 당시 영상 공개",1
10532,가수 박유천·'쌍칼' 박준규 억대 체납…고액체납자 명단 공개,1
10533,하마스 땅굴 죄다 바닷물로 채우기 시작…이스라엘의 놀라운 작전,1
10534,"황의조·친형수, 알고 보니 같은 로펌이었다…‘쌍방대리’ 지적에 사임",1
10535,얇아진 성과급 봉투에 삼성전자 반도체 직원들 표정 굳어 [비즈톡톡],1
10536,12억 찍은 아파트가 7억원대로…노·도·강 '울상',1
10537,"""'지방대→인서울'로 바뀌는데 돈이 아깝겠어요?""",1
10538,"북한, 소고기 판 남녀 9명 공개총살 후 고사총 사격",1
10539,"[속보] ""이재명 등 지도부 총사퇴 후 통합 비대위 전환해야""",1
10540,"""가성비 유행이라더니""…30만원짜리 케이크 없어서 못 산다",1
10541,의대 정원 늘어나면 ‘누가 의대에 가야 할까?’,1
10542,“에코프로 빼고 다 떠나네”…내년 코스닥 지각변동 온다 [허지은의 주스통],1
10543,"아이폰서 삼성페이 가능해지나…애플, NFC 개방",1
10544,"[어바웃 C]'오너가 경영' 깬 김택진 엔씨소프트 대표, 박병무 영입으로 노리는 것은?",1
10545,"중앙일보 '김건희 리스크' 경고 ""보수 전체가 낭패 겪을 것""",1
10546,"통신사 와이파이존, 타사 고객 못쓴다",1
10547,"아, 내 뒷목…12·12 뒤에 심박수 더 뛰게 할 일 생겨",1
10548,[주간 뉴스타파] 김건희 새 녹취록 공개... 도이치 통정매매 직접 했다,1
10549,"삼겹살·냉면, 같이 먹으면 건강에 역효과?…최고의 궁합 음식은",1
10550,서수길 아프리카TV CBO “내년 3월 ‘숲’으로 리브랜딩”…사측 “논의 중”,1
10551,"""브래지어 입지 마라""...가슴 오히려 더 탄력 있어져, 이유는?",1
10552,홀로 살던 70대 남성 '고독사'..숨진 지 10일 만에 발견,1
10553,"이준석 ""권성동은 이미 '윤핵관' 아냐…바른말 하다 밀린지 오래""",1
10554,"못 걷고, 기어다니기만 하던 2살 여아… 알고 보니 '이 병'이었다",1
10555,"당뇨병 환자, 약 먹어도 체중 줄여야 하는 이유는?",1
10556,노동권 침해 심각…‘집게 손 억지논란’ 그냥 두고 봐선 안돼,1
10557,1월부터 아기 낳고 집 사면 1%대 대출 받을 수 있다,1
10558,“부모한테 배웠냐” 부부가 교실 난입해 초등생들에 폭언,1
10559,재벌 총수들 열에 아홉은 쓴다는 ‘안경’은 어떻게 맞출까 [강홍민의 굿잡],1
10560,먹이를 물에 '찍먹' 하는 앵무새…사람처럼 '식감' 따진다,1
10561,[THINK ENGLISH] 트위치 한국 철수… 네이버에 기회 열리나,1
10562,"""딸이 두려움에 혼자 끙끙""  천안서 초등생 집단폭행 피해 신고",1
10563,국민 52% “내년 지갑 닫는다”…큰 타격 받을 산업 1위는?,1
10564,"Bibimbap, 'Cupid,' 'King the Land' among the most searched on Google",1
10565,"오픈AI, 인간 추론 능력 지닌 ‘Q* 알고리즘’ AI 극비 개발 추진",1
10566,"[김은영의 영상뽀개기] 클리세를 깬 길채의 은장도 활용법, 드라마 '연인'",1
10567,"이낙연, 결국 신당 창당 수순…민주당 텃밭 광주 정가 시선은 '싸늘'",1
10568,무면허·음주 뺑소니 사고낸 군인 검거...피해자는 뇌사 상태,1
10569,씨라이프 부산 아쿠아리움-공격에 최적화된 상어 이빨[박수현의 바닷속 풍경](41),1
10570,"임혜동 ""쳐봐"", 김하성 ""너 뭐하냐?""... 술자리 동석자의 증언",1
10571,"[대한민국의 숨, 울진] 어민들 인내심이 명품 죽변항 대게를 만들다",1
10572,"TBS 지원조례 폐지 3주 앞… 운명의 12월, 폐업 수순 밟나",1
10573,"[단독]""감기약 부족해요"" 독감 환자 급증에 제주 약국 비상.. 테라플루도 일부  품귀",1
10574,'돈봉투 의혹' 송영길 구속 갈림길…'이재명 영장기각' 유창훈 판사 맡는다,1
10575,"이낙연‧이준석, 오디세우스 아닌 주몽 서사로 [+영상]",1
10576,딸기 '수직 재배 기술' 개발···생산량 3배 늘리고 노동력 줄여,1
10577,‘개인 젓가락으로 쏙’ 尹 대통령 왔던 부산 떡볶이집 '행정지도',1
10578,"""질책 수용할까 눈 가리고 아웅할까"" 카카오T 향한 두 질문 [추적+]",1
10579,"금리 인하 기대감에 미국 장기채 ETF 수익률↑, 자금↑",1
10580,"“머리 말려, 감기 걸려!” 엄마의 잔소리 사실일까?",1
10581,"""후방 카메라에 얼굴 들이민 여친에 기겁…유행이라네요""",1
10582,"“까꿍”…車 후방 카메라에 얼굴 ‘쑥’, 죽을수도 있습니다",1
10583,"[와글와글] 갑자기 나타난 경찰 오토바이‥""정지"" 외쳤지만",1
10584,"""콩밥 먹인다"" 협박했지만, 학교는 외면…28살 딸 죽음 불렀다",1
10585,"""차 값 3,683만 원 넘는 차 전수조사→주차금지""...임대 아파트 공지문",1
10586,대기업 꺼라 믿고 먹었는데…전복버섯죽에 '세균 득실',1
10587,"배우 '수지' 한복 화보, 뉴욕 타임스퀘어 전광판에 뜬다",1
10588,이러니 진짜 증여세가 '0원'이네…자녀에 세금없이 5억 주는 법,1
10589,"32층서 던진 벽돌에 행인 사망…""사형선고 전까지 웃음""",1
10590,여중·고 앞 '할아버지 애 낳을 13~20세 구함' 현수막 건 50대 2심도 집행유예,1
10591,LH “차값 3683만원 넘으면 주차 금지” 임대아파트에 공지문,1
10592,"하마스 “땅굴, 바닷물 주입 작전도 고려해 건설”",1
10593,"'월수입 2000만원' 풍자 ""2배 이상 뛰었다""…대박 난 '재테크' 뭐길래?",1
10594,마약수사대 반장이 ‘마약 초범’에게 하는 말,1
10595,"""한국 가려다 기분 나빠서 일본 간다""…동남아 관광객 막는 K-ETA",1
10596,"""그저 밥 해주는 노예""..남편 도시락 싸는 '주부 유튜버'에 쏟아진 욕설 [어떻게 생각하세요]",1
10597,"“교도소서 매일 XXX했다”…죄수와 성관계, 20대 英미녀교도관 논란",1
10598,"[단독] 윤 대통령, 파리서 총수들 불러 폭탄주…엑스포 투표 나흘 전",1
10599,"현직 치과의사 쓴소리…""임플란트 함부로 하지 마세요""",1
10600,"귤, 딱 ‘이 만큼’ 먹어야 건강 효과 최대로",1
10601,물 대신 주스 마신 20대女…몸에서 와르르 나온 ‘이것’,1
10602,"아프리카TV도 ""트위치와 협의중""…네이버와 격돌 예고",1
10603,"‘갤럭시S24보다 먼저 AI 풍덩’…삼성, 인텔 코어 울트라 ‘갤럭시북4’ 공개",1
10604,[단독] “슬리퍼 신고 뛰어온 아빠가 잡았다”…9살 성추행 70대 검거,1
10605,"“19만→40만, 주식은 잘 몰라” 실화냐…풍자가 대박난 ‘재테크’ 뭔가했더니",1
10606,김하성도 인정한 ‘방역법 위반’…병역특례 취소 여부 촉각,1
10607,“매일 먹어도 안 질려”…올해 뉴욕 최고의 요리는 ‘이것’,1
10608,"넷플릭스 베이직요금제 '가입 금지', 사실상 가격인상 조치",1
10609,"[단독] 코치에 맞을 때마다 ""감사합니다""…열 네살 지옥이 된 학교",1
10610,"해외서 늘 구설수 생기는 윤 대통령, 이번엔 과도한 의전 요구로 초치까지 당해?",1
10611,"'민주당원 2천여명 국힘 입당' 언급에 이경 ""철새 박해광 허위사실 유포""",1
10612,서울대 수시 합격자 봤더니…절반이 이곳 출신,1
10613,"“아내로 착각”…축구선수 하반신 마비시킨 음주운전자, 성추행 혐의도",1
10614,"야단치는 어머니 살해한 대학생 아들 징역 5년…""누나가 선처 호소""",1
10615,조폭 뺨치는 초등생들…남학생 3명이 여학생 둘 집단폭행,1
10616,"꽉 막혔던 8만명 출근길 열리나…'슈퍼을' 손잡은 삼성, 국회도 힘 싣는다",1
10617,"""너 맞지?"" 황의조 형수, 사진 보내며 피해 여성도 협박",1
10618,아이폰15 프로로 촬영한 ‘공간 동영상’ 직접 봤더니…,1
10619,"‘공포의 45분’…日유니버설스튜디오, 롤러코스터 정상부근서 긴급 정지",1
10620,"스물다섯 축구선수 하반신 마비 만든 음주운전자, 징역 5년 구형",1
10621,"""'김하성이 폭행했다' 임혜동…공갈혐의 인정되면 구속될 수도"" [법조계에 물어보니 295]",1
10622,"신장에서 결석 300개 나온 20대 여성, 이유가...",1
10623,'황금 입지' 미니스톱 300곳을 잡아라..편의점 '빅3' 미니스톱 모셔오기 전쟁,1
10624,"""운동 덜 하고 더 먹어라""...말랐다가 근육 빵빵된 女의 비결?",1
10625,“태양광·풍력 7년 후 시작하라”…재생에너지 생태계 위기 고조,1
10626,"애 낳으면 5억 파격 대출…올해 애 낳았는데, 대출 될까요?",1
10627,가수 박유천·배우 박준규 억대 체납…국세청 고액체납자 8000여명 공개,1
10628,"국민의힘, 의총서 '한동훈·김한길' 비대위원장 놓고 격론",1
10629,"황의조 협박했던 친형수, 영상 속 여성도 직접 협박했다",1
10630,"북한 남녀 9명 '공개 총살'…처형 이유는 ""소고기 팔아서""",1
10631,"이준석 ""김기현 안 좋은 모양새로 몰려가는 것 당에 좋은 일 아냐""",1
10632,"[날씨]전국 최대 60㎜ '겨울비'…중부, 내일 아침 영하권",1
10633,"""하루 한잔은 괜찮아, 안주없이 마시는 술 살안쪄""…사실일까? [강민성의 헬스토리]",1
10634,두바이서 날아온 '사망진단서'... 세계 경악시킨 석유공사 CEO [임상훈의 글로벌리포트],1
10635,"국민연금 못 낸 자영업자 압류 조치, 윤 정부 들어 8배 급증",1
10636,"[시사저널 여론조사] 내년 총선에서 '원내 제1당'은? 민주당 56.9%, 국민의힘 35.0%",1
10637,“식사량 많아” vs “나라 지키는데”…‘군인 3000원+’ 식당에 와글와글,1
10638,"[단독]황의조 형수, 외국인인 척 피해 여성도 직접 협박",1
10639,"[속보] 이광재 국회 사무총장, 총선 출마로 사의… 서울 종로·세종갑 출마 거론",1
10640,"""딸이 두려움에 혼자 끙끙""  천안서 초등생 집단폭행 피해 신고",1
10641,"여학교 앞에 ""할아버지 아이 낳을 여성 구한다"" 현수막 건 50대",1
10642,"하태경 ""김기현, 동료의원을 정치적 일회용품으로 소모해""",1
10643,‘우리가 아는 홍콩’의 마지막 작별 인사,1
10644,Subway station gas leak leaves at least 5 hospitalized,1
10645,노동권 침해 심각…‘집게 손 억지논란’ 그냥 두고 봐선 안돼,1
10646,Army to end exemption for severely obese men,1
10647,"삼성-ASML, 1조 원 'R&D 동맹'",1
10648,국민 52% “내년 지갑 닫는다”…큰 타격 받을 산업 1위는?,1
10649,배우 박유천·박준규 억대 체납···고액 체납자 7966명 명단 공개,1
10650,‘염소 범벅’ 못 믿을 수영장... 인천 송도서 초등생 집단 '피부염',1
10651,며칠째 수도꼭지서 흙탕물 콸콸...3천여 세대 씻지도 마시지도 못해,1
10652,"“신검 기준, 이거 맞아?”…이제 174㎝에 120㎏여도 ‘현역’ 간다",1
10653,"이준석, 與 비대위원장에 ""김한길 되면 당 터져…한동훈에겐 어려운 길""",1
10654,봄 같은 12월-맹추위 1월?…한반도 극단기후 원인과 전망은,1
10655,"""전체 신입생이 6명"".. 도시 학교까지 덮친 인구 감소",1
10656,"""'언론장악' 오기가 권력 망칠 것… 김홍일 지명 철회해야""",1
10657,'6.2%' 등골휘던 약관대출 이자 내려간다… 車보험료도↓,1
10658,"北, 2~3월 尹 식물화 노린 도발로 총선 영향 주려 들 것",1
10659,[영남알프스 환종주] 드라마틱한 풍경 넘치는 '영화 같은 산',1
10660,"“결혼했으니 애 낳아라, 왜?” ‘2030’ 갈 수록 부정적.. 소득 “20대만 줄었다”",1
10661,"후임 공수처장, 수사력이냐 통솔력이냐",1
10662,툭하면 가격 인상하는 金버거의 탐욕과 시대유감 [추적+],1
10663,"금리 인하 기대감에 미국 장기채 ETF 수익률↑, 자금↑",1
10664,"“머리 말려, 감기 걸려!” 엄마의 잔소리 사실일까?",1
10665,"응급실 실려온 70대, 7시간 대기하다 앉은 채로 숨졌다",1
10666,"하루 4000보 걷는 사람들, 뇌 영상 찍었더니…'깜짝 결과' [1분뉴스]",1
10667,"실손보험 희비 엇갈린다, 내 보험 가입 시기부터 찾아라",1
10668,윤 대통령 '네덜란드 MOU'의 실체... 부끄럽지 않나요? [대통령을 위한 반도체 특별과외],1
10669,돌싱들이 꼽은 ‘비호감’ 대화 1위…男 “오마카세” 女 “집밥”,1
10670,"“독감인줄 알았는데”…엉덩이 20㎝ 도려낸 女, 무슨 일",1
10671,"스페인 여행서 실종된 英 소년, 6년 만에 프랑스서 발견",1
10672,"""교사가 주호민 아들 학대""…담당 공무원, 법정 증언",1
10673,"'투자 대박' 이정재·정우성, 수백억 '돈방석' 눈 앞에…뭐 하는 회사길래",1
10674,"베이비박스서 눈뜬 유준이… 생후 11일, 세 번의 이사[히어로콘텐츠/미아①]",1
10675,“중국·한국인 출입 금지” 일본 중식당…시진핑 합성 사진까지 [잇슈 키워드],1
10676,한파도 못 막은 나훈아 인기… 벡스코 일대 ‘북새통’,1
10677,"[뉴스B] '안희정 가문' 몰락 기록한 문상철…""'벌거벗은 임금님' 현재 진행형""",1
10678,"수백만 원 들여 교정했는데‥""부작용 피해가 40%""",1
10679,"이철희 ""이낙연 신당 반대 연서명…탈당 전제하고 나쁜놈 만들려는 것""",1
10680,"""몇명 성관계?""…원로가수 성희롱 폭로 사유리, 영상 지웠다",1
10681,"""학생 10명 거품 물고 쓰러져""…비극으로 끝난 '우정 여행'[뉴스속오늘]",1
10682,“사진속 낯익은 ‘여성’ 누군가 했더니” 아무도 몰랐다…20년후 카카오 ‘얼굴’ 될 줄은,1
10683,"'상간녀와 법정싸움'…""'무물보' 출연 암환자 세상 떠나""",1
10684,"""70만원 넘어도 없어서 못 사요"" 부모 속 태우는 '국민 아기의자'",1
10685,이 동네서 애 낳으면 ‘진짜 1억’ 준다…내년에 임산부 몰리나,1
10686,여친의 13세 아들 성폭행...90세 모친도 건드려,1
10687,"""3그릇 시켜 먹으면서""…칼국숫집 사장님 울린 사연",1
10688,체감온도 -35도까지 떨어졌다…오늘도 한파 기승,1
10689,"푸틴 ""러, 나토 공격할 계획 없다...바이든 발언은 말도 안 돼""",1
10690,"[단독] '꿈의 세탁건조기' 드디어 나온다…LG 야심작, 600만원에 내달 나올 듯",1
10691,"""만원 넘으면 안 사려 했는데""…중고 유리병, 경매서 1억4천만원",1
10692,"""부의 대이동 시작""...비트코인 시장에 300조 유입 관측도",1
10693,"'이재명 배우자 김혜경 관련 경기도 법카 유용 의혹' 배모씨 항소심서 검찰, 징역 1년 구형",1
10694,한국에 사는 외국인 143만명…중국보다 '이 나라'서 더 왔다,1
10695,“횡령꾼의 최후”… 체포 후 초라해진 모습의 ‘16조원 금융 사기범’,1
10696,"""X같네"" 부사관에 욕한 해병대 사병 '선처'...法, 선고유예",1
10697,42살까지 얼마 모아야 부자 가능?,1
10698,“회식 안갔으니 회식비 주세요”… M세대 팀장 당황시킨 Z세대 신입,1
10699,"'서울대 출신' 여배우, 바로 그 '투명마스크' 특허권 주인공이었다",1
10700,차가 왜 이래?…브레이크 페달 먹통 땐 정신 차리고 ‘EPB’ 조작을,1
10701,같은 사람? 베트남 16조 원대 횡령 주동자 기소,1
10702,'김건희 여사 디올백' 수사 시작됐지만... 법 허점에 준 사람만 처벌될라,1
10703,"유영하 “딱 하나의 후회, 박근혜 전 대통령께 후원회장 부탁한 것”",1
10704,"[아침신문 솎아보기] 조선일보 ""여당 대표까지 검사 출신 맡는 것을 어떻게 받아들일지""",1
10705,"국민연금 못 낸 자영업자 압류 조치, 윤 정부 들어 8배 급증",1
10706,"[단독]현대차, 세계 첫 '수소+전기 슈퍼카' 2026년 양산…100대 한정판",1
10707,"'저세상 미모'라는 조국 딸 조민, 유전자 검사 결과 공개",1
10708,"""티타늄 갤럭시S24 울트라, 이렇게 생겼다""",1
10709,103년 만에 '숏커트 머리' 미스 프랑스 우승자 탄생,1
10710,가해자 안희정 출소했지만 피해자는 여전히 ‘재판 감옥’,1
10711,유재석·악뮤도 제쳤다…올해 가장 사랑받은 유튜브 동영상은?,1
10712,"전국 꽁꽁, 다시 등장한 롱패딩…내일(18일)도 최저 -18℃ ‘강추위’",1
10713,“애를 왜 낳아요? 둘이 충분히 행복”…10쌍 중 3쌍 ‘딩크족’,1
10714,세금으로 소주 출고가 줄인상 막았다…식당에선 '글쎄',1
10715,K-코인의 부활…국내 매수세 무섭다,1
10716,불만 한번 없던 아이가 온몸으로 '살려달라' 외쳤다,1
10717,"'조국 아들 대리시험' 담당 美 교수 ""범죄라 생각 않아…기소 믿기 어렵다""",1
10718,"[속보] 검찰, '입시 비리' 조국 2심도 징역 5년 구형…""내로남불 사건, 반성 안 해""",1
10719,"하이브, 케이팝 글로벌 공연 매출 점유율 견인… 매출 톱 100위 내 4팀 올라",1
10720,"사기꾼 대물림…전청조父, 중년女에 거액 뜯어내고 잠적했다",1
10721,"""집단 배은망덕""… 이준석, 尹 당적 박탈 주장에 '비판'",1
10722,"윤석열 정부 정책, F는 면했다[윤형중의 정책과 딜레마](28)",1
10723,양평 17년 맛집 폐업하자 ‘뒷말’…“교회가 식당 출입 막아”,1
10724,"로또 1098회 당첨번호 1등 19억 '어라, 서울·경기 뒤집혔네'",1
10725,난개발과 강남스타일에 넘어진 부산 엑스포,1
10726,[겜인싸] ‘바이퍼’ 박도현 “올해 무너지기 직전까지 갔다”,1
10727,"""폐경 후 35년, 덜 힘들게 살고 싶다면…"" [헬스조선 젊은 명의]",1
10728,“성과는 함께 나눠야”...전 직원에 1000만원씩 쏜 게임 회사,1
10729,"액체도 고체도 아닌 '네마틱', 양자 세계서 최초 관측",1
10730,잡곡·콩 꾸준히 먹었더니... 중년 여성의 몸에 변화가?,1
10731,[Newsmaker] Police investigate after Gyeongbokgung walls vandalized,1
10732,Gyeongbok Palace wall graffiti suspect surrenders,1
10733,"""현직 치과의사가 말하는 업계 비밀? '이것' 함부로 하면 안 돼""",1
10734,‘초저가’ 앞세운 알리의 대약진,1
10735,'군산 선유도 30cm' 대설..한파도 '기승',1
10736,"국민의힘, 기껏 키운 청년 인재 내쫓다",1
10737,20년 음악가 인생 단숨에 접고 세네갈서 여성·아동 보듬는 까닭은?,1
10738,내 몸 망치는 지름길… 신진대사에 가장 안 좋은 식습관 9,1
10739,동네 뒷산처럼…6812m 아마다블람을 뛰어서 오르는 등반가들,1
10740,4.3을 비극적 역사로만 알고 있나요? 제주 여성사 발굴,1
10741,‘노래방 업주 살해’ 50대 용의자 도주 42시간 만에 체포,1
10742,“한국엔 얼마나 많은 부자들이 있을까”...45만명이 자산 20억 넘어,1
10743,"""'언론장악' 오기가 권력 망칠 것… 김홍일 지명 철회해야""",1
10744,[심층] 30년 골목길이 한순간에…지나가기도 힘들어져,1
10745,"“둘이 살기도 벅찬데, 애?”.. ‘딩크족’ 신혼부부, ‘역대 최대’ 10쌍 중 3쌍",1
10746,"""수수료 10배"" 트위치의 폭로와 이통사에 붙은 악당 꼬리표 [視리즈]",1
10747,"“사립문 안 지키고 왜 짖나” 영조, 탕평 반대파 삽살개에 비유 : 국립중앙박물관 탕탕평평 전",1
10748,‘슈퍼푸드’ 마늘을 맛나게 먹는 법…마늘장아찌 [김소형 원장의 보양밥],1
10749,‘출근길 시베리아 추위’…저녁부터 중부중심 많은 눈,1
10750,"차 집어삼킨 폭설 왔는데…같은 나라서 ""여긴 너무 덥다""",1
10751,"마당서 골프도 친다는 女가수의 3층 저택…""진양철 회장 집 같다""",1
10752,"[삶] ""엄마가 6살 나를 죽이려 했는데…내 코피가 날 살렸다""",1
10753,"중고장터서 5000원에 산 화병, 알고 보니 1억4000만원",1
10754,"“아내랑 다른 남자들 집단 성관계에 흥분”…‘변태’ 스와핑·난교, 가족의 붕괴?",1
10755,"""여행 내내 '이것'만 보는 친구와 손절""…20대 여대생 '한탄' [이슈+]",1
10756,[와글와글] 18층 아파트 지붕서 애정행각‥'간 큰 연인',1
10757,"임세령, 딸과 태국 유명식당서 포착…맞은편엔 블랙핑크 리사",1
10758,“가수 홍기도 고생했다는 ‘질환’” 실제 사진 충격…아무도 몰랐던 ‘사실’,1
10759,복권 1등 당첨...잔고 4100원 부족해 당첨금 3008억 날린 커플,1
10760,"너도나도 ""제가 갈게요"" 난리였는데…해외 주재원 인기 '뚝', 왜?",1
10761,"""1인당 평균 788만원씩 받았다""…올겨울 사상 최대 상여금 잔치 연 日기업들",1
10762,"""엄청난 배신감""...백종원, 국민신문고 신고에 '격앙'",1
10763,“중년 여성 셋이 앞접시만 16개 사용”…칼국숫집 사장 ‘경악’ [잇슈 키워드],1
10764,[날씨] 지금까지 추위는 약과...2차 북극 한파에 서울 -15℃,1
10765,"'윤석열 검찰총장' 정직 2개월 징계 취소…법원, ""추미애 위법 개입""",1
10766,안 걸릴 줄 알았나···인사청문회 답변서 ‘복붙’한 송미령,1
10767,"""오늘 퇴근길 '눈' 펑펑 내린다""..눈 그치면 '북극한파' 시작",1
10768,"[르포] 경복궁 담장 낙서 '초고속' 제거 작전...""할 수 있는 건 다 해본다""",1
10769,"[속보]경복궁 담벼락 낙서 용의자, 남성 이어 여성도 체포",1
10770,"삼성·SK하이닉스, 새해 반도체 투자 20% 이상 늘린다",1
10771,"[단독]""이산가족 상봉 추진하고, 尹지지율 45% 달성""…윤곽 드러낸 與비대위 '홍보 전략'",1
10772,"""티타늄 갤럭시S24 울트라, 이렇게 생겼다""",1
10773,한파 속 설악산 올랐던 산악회원 2명 모두 숨진 채 발견,1
10774,"백종원, 예산 상인에 신고 당했다…""엄청난 배신감""",1
10775,"이재용 딸과 임세령, 블랙핑크 리사와 태국 식당 방문 포착",1
10776,“점 빼려다가 피부가 녹았습니다” 日 발칵…‘알리’서 산 크림 뭐길래,1
10777,"3100만㎞ 심우주서 ‘고양이 영상’ 보내왔다, 실시간 중계 성공",1
10778,양평 17년 맛집 폐업하자 ‘뒷말’…“교회가 식당 출입 막아”,1
10779,'여보 청약통장 깨지마!'…내년 3월부터 배우자 보유기간 합산,1
10780,"""야식 먹고도 얼굴 안 부어, '이 근육' 덕""...51세 미나의 비결은?",1
10781,[단독인터뷰] “제사상 음식도 법카 긁어…7급공무원도 주말엔 이재명 속옷·양말 빠는 가정부”,1
10782,"""일주일 새 700% 폭등""...시총 13위로 '우뚝'",1
10783,엉덩이로 기고 비명 지르던 혁재…“엄마” 말배우며 뜀박질까지[히어로콘텐츠/미아②],1
10784,"""이낙연 포용"" 주문한 김부겸…이낙연 ""창당 공식화는 과장된 표현""",1
10785,"애인의 13세 아들 성폭행한 60대男, 90대 노모도 성폭행",1
10786,"홍준표 ""김기현 밀다 닭 쫓던 개 되더니 한동훈 밀어 연명하려 몸부림치는구나""",1
10787,"[속보] 한동훈 ""김건희 특검법, 악법…명품백 의혹은 몰카공작""",1
10788,'마약의혹' 가수 지드래곤 '무혐의'…'마약제공' 의사는 영장 재신청,1
10789,윤석열 정부 들어 188계단 하락... 최악의 상황,1
10790,"[헬스S] ""매복사랑니, 꼭 뽑아야 하나요""",1
10791,전쟁을 멈춰라…무너진 건물 더미 위에 예수 나셨네,1
10792,한파 속 눈 내린 설악산 오른 男女..모두 숨진 채 발견,1
10793,"'상간녀와 법정싸움'…""'무물보' 출연 암환자 세상 떠나""",1
10794,인천시 “애 낳으면 18살 될 때까지 최소 1억 지원”,1
10795,[단독] 배우 나문희 오늘 남편상…슬픔 속에 빈소 지켜,1
10796,103년 만에 '숏커트 머리' 미스 프랑스 우승자 탄생,1
10797,"[종합] ""불황도 못막네""…이재용·최태원·정의선·구광모, 성금 '1000억' 돌파",1
10798,총선 앞두고 신동욱 TV조선 앵커 사표,1
10799,[속보] ‘경복궁 담벼락 낙서’ 10대 남성 용의자 사흘만에 검거,1
10800,"[콘텐츠뷰] '밤이되었습니다', 마피아게임 요소 어떻게 살릴까",1
10801,"“아빠, 저 좀 도와주세요” 전청조 父도 ‘200억 자산가’라며 돈 뜯었나… 현재 잠적 중",1
10802,"LG家 세 모녀, 외신 인터뷰...LG ""합의와 다른 일방적 주장""",1
10803,"법원, 대장동 자금에  ‘이재명’ 꼬리표 붙였다 [+영상]",1
10804,[Reporter’s Notebook] Mohegan Inspire Resort to be new Incheon landmark… but not just yet,1
10805,‘니네 집 어디야’…집값 따라 끼리끼리 더 심해졌다,1
10806,"“병아리 10마리로 시작해 재계 13위로 ‘우뚝’”...하림, HMM 품었다",1
10807,"온난화 주범, 외양간서 배출되는 '메탄' 제거법 찾았다",1
10808,송영길 구속... 휴대폰 폐기·차명폰 사용 부메랑됐다,1
10809,"원주 18층 아파트 옥상서 애정행각… ""출입 금지"" 경고문에 사진 '떡하니'",1
10810,"'김건희 명품백 의혹' 묻자 한동훈 ""민주당이 물어보라고 시킨다던데""",1
10811,"尹대통령 지지율 30.7%…""이낙연·이준석 연대 내년 총선지지"" 11.4%",1
10812,"배우 최우식, 골프·테니스 대신 즐겨하는 운동은 ‘이것’",1
10813,"29세까지 ‘은둔형 외톨이’로 지낸 청년, 중소기업 취업 후 첫월급에 ‘깜짝’",1
10814,‘신발 벗어 직원 때린 조합장’.. 해임안 투표 '부결',1
10815,"검찰, 파바·스벅·아웃백에서 “특수활동했다”",1
10816,국제결혼 지원조례는 ‘제도화된 차별’ 이제는 폐기해야,1
10817,[날씨] 강추위 계속...늦은 오후부터 눈·비,1
